Name,Clean Name,Alias,Previous Name,Parent Name,Note,Start date,End date,Source Url
China Information Security Research Institute,China Information Security Research Institute,,,China Electronics Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"IRICO Group Company, Ltd.","IRICO Group Company, Ltd.",,,China Electronics Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Shenzhen CEC Blue Ocean Holdings Co., Ltd.","Shenzhen CEC Blue Ocean Holdings Co., Ltd.",,,China Electronics Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
The 6th Research Institute of CEC,The 6th Research Institute of CEC,,,China Electronics Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Electronics Technology Group Corporation (CETC),China Electronics Technology Group Corporation,CETC,,,"CETC is directly owned and controlled by SASAC, is directly affiliated with MIIT and
SASTIND and it is indirectly affiliated with MIITand the PLA (Section
1260H(g)(2)(B)(i)(I)). CETC is a military-civil fusion contributor to the Chinese defense
industrial base because it is affiliated with MIIT, SASTIND, and the PLA (Sections
1260H(g)(3)(B)(i), (iii), and (v)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
14th Research Institute of CETC,14th Research Institute of CETC,,,China Electronics Technology Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
15th Research Institute of CETC,15th Research Institute of CETC,,,China Electronics Technology Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
CETC Research Institute 32,CETC Research Institute 32,,,China Electronics Technology Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China General Nuclear Power Corporation (CGN),China General Nuclear Power Corporation,CGN,,,CGN is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China International Marine Containers (Group) Co., Ltd. (CIMC)","China International Marine Containers (Group) Co., Ltd.",CIMC,,,"CIMC is indirectly owned by SASAC and is indirectly affiliated with MIIT (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Mobile Communications Group Co., Ltd. (China Mobile Comm)","China Mobile Communications Group Co., Ltd.",China Mobile Comm,,,"China Mobile Comm is directly owned and controlled by SASAC (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Aspire Technologies (Shenzhen) Limited,Aspire Technologies (Shenzhen) Limited,,,"China Mobile Communications Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Mobile Hong Kong (BVI) Limited,China Mobile Hong Kong (BVI) Limited,,,"China Mobile Communications Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Mobile Limited (China Mobile),China Mobile Limited,China Mobile,,"China Mobile Communications Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China National Chemical Corporation Ltd. (ChemChina),China National Chemical Corporation Ltd.,ChemChina,,,ChemChina is indirectly owned by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China National Chemical Engineering Group Corporation (CNCEC),China National Chemical Engineering Group Corporation,CNCEC,,,CNCEC is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China National Nuclear Corporation (CNNC),China National Nuclear Corporation,CNNC,,,"CNNC is directly owned and controlled by SASAC and is affiliated with the PLA and
SASTIND (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China National Offshore Oil Corporation (CNOOC),China National Offshore Oil Corporation,CNOOC,,,CNOOC is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China BlueChemical Limited,China BlueChemical Limited,,,China National Offshore Oil Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China North Industries Group Corporation Limited (Norinco Group),China North Industries Group Corporation Limited,Norinco Group,,,"Norinco Group is directly owned and controlled by SASAC and is directly affiliated with
SASTIND and the PLA (Section 1260H(g)(2)(B)(i)(I)). Norinco Group is a military-civil
fusion contributor to the Chinese defense industrial base because it is affiliated with
SASAC (Section 1260H(g)(3)(B)(ii)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China North Chemical Research Academy Group Co., Ltd.","China North Chemical Research Academy Group Co., Ltd.",,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Chinese Academy of Ordnance Science,Chinese Academy of Ordnance Science,,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Harbin First Machinery Group Ltd.,Harbin First Machinery Group Ltd.,,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Inner Mongolia First Machinery Group Co., Ltd.","Inner Mongolia First Machinery Group Co., Ltd.",,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Kiekert USA Inc.,Kiekert USA Inc.,,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Merit Automotive Electronics Systems S.L.U,Merit Automotive Electronics Systems S.L.U,,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
North Petroleum International Company Limited,North Petroleum International Company Limited,,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Yunnan Yuanjin Optical Instrument Co., Ltd.","Yunnan Yuanjin Optical Instrument Co., Ltd.",,,China North Industries Group Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China South Industries Group Corporation (CSGC),China South Industries Group Corporation,CSGC,,,CSGC is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Baoding Tianwei Baobian Electric Co., Ltd.","Baoding Tianwei Baobian Electric Co., Ltd.",,,China South Industries Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Beijing Beiji Mechanical and Electrical Industry Co., Ltd.","Beijing Beiji Mechanical and Electrical Industry Co., Ltd.",,,China South Industries Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Changan US R&D Center, Inc.","Changan US R&D Center, Inc.",,,China South Industries Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China South Industries Group Corporation No. 59 Research Institute Co., Ltd.","China South Industries Group Corporation No. 59 Research Institute Co., Ltd.",,,China South Industries Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Heilongjiang Northern Tools Co., Ltd.","Heilongjiang Northern Tools Co., Ltd.",,,China South Industries Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Sichuan Jian’an Industry Co., Ltd.","Sichuan Jian’an Industry Co., Ltd.",,,China South Industries Group Corporation,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China SpaceSat Co., Ltd. (China SpaceSat)","China SpaceSat Co., Ltd.",China SpaceSat,,,"China SpaceSat is indirectly owned by SASAC and is indirectly affiliated with the PLA
(Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Aerospace Star Space Technology Application Co., Ltd.","Aerospace Star Space Technology Application Co., Ltd.",,,"China SpaceSat Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Oriental Blue Sky Titanium Technology Co., Ltd.","Oriental Blue Sky Titanium Technology Co., Ltd.",,,"China SpaceSat Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Xi’an Aerospace Tianhua Data Technology Co., Ltd.","Xi’an Aerospace Tianhua Data Technology Co., Ltd.",,,"China SpaceSat Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China State Construction Engineering Corporation Limited (CSCEC),China State Construction Engineering Corporation Limited,CSCEC,,,CSCEC is indirectly owned by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Construction America, Inc.","China Construction America, Inc.",,,China State Construction Engineering Corporation Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China State Shipbuilding Corporation Limited (CSSC),China State Shipbuilding Corporation Limited,CSSC,,,CSSC is indirectly owned by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Shipbuilding Trading Co., Ltd. (CSTC)","China Shipbuilding Trading Co., Ltd.",CSTC,,China State Shipbuilding Corporation Limited ,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Telecom Group Co., Ltd. (China Telecom)","China Telecom Group Co., Ltd.",China Telecom,,,"China Telecom is directly owned and controlled by SASAC (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Telecom Corporation Limited,China Telecom Corporation Limited,,,"China Telecom Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Telecom Satellite Communications Co., Ltd.","China Telecom Satellite Communications Co., Ltd.",,,"China Telecom Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"New Guomai Digital Culture Co., Ltd.","New Guomai Digital Culture Co., Ltd.",,,"China Telecom Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Tianyi Cloud Technology Co., Ltd.","Tianyi Cloud Technology Co., Ltd.",,,"China Telecom Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Zhongjie Communications Co., Ltd.","Zhongjie Communications Co., Ltd.",,,"China Telecom Group Co., Ltd.",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Three Gorges Corporation (CTG),China Three Gorges Corporation,CTG,,,CTG is directly owned and controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China United Network Communications Group Co., Ltd. (China Unicom)","China United Network Communications Group Co., Ltd.",China Unicom,,,China Unicom is directly controlled by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Beijing Telecom Planning and Designing Institute Company Limited,Beijing Telecom Planning and Designing Institute Company Limited,,,"China United Network Communications Group Co., Ltd. ",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Unicom (BVI) Co., Ltd.","China Unicom (BVI) Co., Ltd.",,,"China United Network Communications Group Co., Ltd. ",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
China Unicom (Hong Kong) Limited,China Unicom (Hong Kong) Limited,,,"China United Network Communications Group Co., Ltd. ",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China Unicom Group Corporation (BVI) Co., Ltd.","China Unicom Group Corporation (BVI) Co., Ltd.",,,"China United Network Communications Group Co., Ltd. ",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"China United Network Communications Co., Ltd.","China United Network Communications Co., Ltd.",,,"China United Network Communications Group Co., Ltd. ",,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"CloudWalk Technology Co., Ltd. (CloudWalk)","CloudWalk Technology Co., Ltd.",CloudWalk,,,"CloudWalk is indirectly owned by and indirectly affiliated with SASAC (Section
1260H(g)(2)(B)(i)(I)). CloudWalk is a military-civil fusion contributor to the Chinese
defense industrial base because it knowingly received assistance from the Government of
China through science, technology, or industrial efforts initiated, granted, or created by,
or provided under, or related to, the Chinese military planning apparatus or in furtherance
of Chinese military industrial planning objectives through its designation as a “Little
Giant” (Section 1260H(g)(3)(A)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Commercial Aircraft Corporation of China Limited (COMAC),Commercial Aircraft Corporation of China Limited,COMAC,,,"COMAC is directly owned and controlled by SASAC and is directly affiliated with MIIT
(Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Beijing Aeronautical Science & Technology Research Institute,Beijing Aeronautical Science & Technology Research Institute,,,Commercial Aircraft Corporation of China Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
COMAC America Corporation,COMAC America Corporation,,,Commercial Aircraft Corporation of China Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
Shanghai Aircraft Design and Research Institute,Shanghai Aircraft Design and Research Institute,,,Commercial Aircraft Corporation of China Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Shanghai Aircraft Manufacturing Co., Ltd.","Shanghai Aircraft Manufacturing Co., Ltd.",,,Commercial Aircraft Corporation of China Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Contemporary Amperex Technology Co., Ltd. (CATL)","Contemporary Amperex Technology Co., Ltd.",CATL,,,"CATL is indirectly affiliated with MIIT and is directly and indirectly affiliated with
SASAC (Section 1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
CRRC Corporation Limited (CRRC),CRRC Corporation Limited,CRRC,,,CRRC is indirectly owned by SASAC (Section 1260H(g)(2)(B)(i)(I)).,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
CSSC Offshore & Marine Engineering (Group) Company Limited (COMEC),CSSC Offshore & Marine Engineering (Group) Company Limited,COMEC,,,"COMEC is indirectly owned by SASAC and is directly affiliated with the PLA (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Guangzhou Wenchuan Heavy Industry Co., Ltd.","Guangzhou Wenchuan Heavy Industry Co., Ltd.",,,CSSC Offshore & Marine Engineering (Group) Company Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Huacheng (Tianjin) Ship Leasing Co., Ltd.","Huacheng (Tianjin) Ship Leasing Co., Ltd.",,,CSSC Offshore & Marine Engineering (Group) Company Limited,,2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
"Dawning Information Industry Co., Ltd. (Sugon)","Dawning Information Industry Co., Ltd. (Sugon)",,,,"Sugon is indirectly affiliated with MIIT, SASAC, and the PLA (Section
1260H(g)(2)(B)(i)(I)).",2026-06-08,,https://media.defense.gov/2026/Jun/08/2003945537/-1/-1/1/ENTITIES-IDENTIFIED-AS-CHINESE-MILITARY-COMPANIES-OPERATING-IN-THE-UNITED-STATES-IN-ACCORDANCE-WITH-SECTION-1260H.PDF
