"ELF Code","Country of formation","Country Code (ISO 3166-1)","Jurisdiction of formation","Country sub-division code (ISO 3166-2)","Entity Legal Form name Local name","Language","Language Code (ISO 639-1)","Entity Legal Form name Transliterated name (per ISO 01-140-10)","Abbreviations Local language","Abbreviations transliterated","Date created YYYY-MM-DD (ISO 8601)","ELF Status ACTV/INAC","Modification","Modification date YYYY-MM-DD (ISO 8601)","Reason"
"WJXS","Russia","RU","","","Жилищные накопительные кооперативы","Russian","ru","Zhilishchnyye nakopitel'nyye kooperativy","","","2017-11-30","ACTV","","",""
"WYNO","Russia","RU","","","Союзы (ассоциации) кредитных кооперативов","Russian","ru","Soyuzy (assotsiatsii) kreditnykh kooperativov","","","2017-11-30","ACTV","","",""
"XBRI","Russia","RU","","","Неправительственные международные организации","Russian","ru","Nepravitel'stvennyye mezhdunarodnyye organizatsii","","","2017-11-30","ACTV","","",""
"XIGI","Russia","RU","","","Муниципальные казенные предприятия","Russian","ru","Munitsipal'nyye kazennyye predpriyatiya","","","2017-11-30","ACTV","","",""
"XINV","Russia","RU","","","Кооперативные хозяйства (коопхозы)","Russian","ru","Kooperativnyye khozyaystva (koopkhozy)","","","2017-11-30","ACTV","","",""
"XJJR","Russia","RU","","","Союзы (ассоциации) общин малочисленных народов","Russian","ru","Soyuzy (assotsiatsii) obshchin malochislennykh narodov","","","2017-11-30","ACTV","","",""
"XNKN","Russia","RU","","","Кредитные потребительские кооперативы граждан","Russian","ru","Kreditnyye potrebitel'skiye kooperativy grazhdan","","","2017-11-30","ACTV","","",""
"YA7H","Russia","RU","","","Частные учреждения","Russian","ru","Chastnyye uchrezhdeniya","","","2017-11-30","ACTV","","",""
"YGHZ","Russia","RU","","","Паевые инвестиционные фонды","Russian","ru","Payevyye investitsionnyye fondy","","","2017-11-30","ACTV","","",""
"YJ6A","Russia","RU","","","Общественные движения","Russian","ru","Obshchestvennyye dvizheniya","","","2017-11-30","ACTV","","",""
"Z2AQ","Russia","RU","","","Негосударственные пенсионные фонды","Russian","ru","Negosudarstvennyye pensionnyye fondy","","","2017-11-30","ACTV","","",""
"Z3SH","Russia","RU","","","Муниципальные унитарные предприятия","Russian","ru","Munitsipal'nyye unitarnyye predpriyatiya","","","2017-11-30","ACTV","","",""
"Z3Y0","Russia","RU","","","Садоводческие, огороднические или дачные некоммерческие партнерства","Russian","ru","Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye partnerstva","","","2017-11-30","ACTV","","",""
"ZGYA","Russia","RU","","","Торгово-промышленные палаты","Russian","ru","Torgovo-promyshlennyye palaty","","","2017-11-30","ACTV","","",""
"ZH3O","Russia","RU","","","Хозяйственные партнерства","Russian","ru","Khozyaystvennyye partnerstva","","","2017-11-30","ACTV","","",""
"ZKAF","Russia","RU","","","Полные товарищества","Russian","ru","Polnyye tovarishchestva","","","2017-11-30","ACTV","","",""
"ZNHF","Russia","RU","","","Государственные казенные учреждения субъектов Российской Федерации","Russian","ru","Gosudarstvennyye kazennyye uchrezhdeniya sub""yektov Rossiyskoy Federatsii","","","2017-11-30","ACTV","","",""
"29OB","Saint Kitts and Nevis","KN","","","foundation","English","en","foundation","","","2021-09-23","ACTV","","","entities on both St. Kitts and Nevis can use the legal forms mentioned here for the country Saint Kitts and Nevis"
"AHRM","Saint Kitts and Nevis","KN","","","limited partnership","English","en","limited partnership","","","2021-09-23","ACTV","","","entities on both St. Kitts and Nevis can use the legal forms mentioned here for the country Saint Kitts and Nevis"
"I93O","Saint Kitts and Nevis","KN","","","public company","English","en","public company","","","2021-09-23","ACTV","","","entities on both St. Kitts and Nevis can use the legal forms mentioned here for the country Saint Kitts and Nevis"
"KYOI","Saint Kitts and Nevis","KN","","","exempt limited partnership","English","en","exempt limited partnership","","","2021-09-23","ACTV","","","entities on both St. Kitts and Nevis can use the legal forms mentioned here for the country Saint Kitts and Nevis"
"WFYL","Saint Kitts and Nevis","KN","","","private company","English","en","private company","","","2021-09-23","ACTV","","","entities on both St. Kitts and Nevis can use the legal forms mentioned here for the country Saint Kitts and Nevis"
"ZJZB","Saint Kitts and Nevis","KN","","","exempt private company","English","en","exempt private company","","","2021-09-23","ACTV","","","entities on both St. Kitts and Nevis can use the legal forms mentioned here for the country Saint Kitts and Nevis"
"2F0A","Saint Kitts and Nevis","KN","Nevis","KN-N","limited liability company","English","en","limited liability company","LLC;LC","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"4EP1","Saint Kitts and Nevis","KN","Nevis","KN-N","multiform foundation","English","en","multiform foundation","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"7Z3M","Saint Kitts and Nevis","KN","Nevis","KN-N","public company","English","en","public company","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"BXZH","Saint Kitts and Nevis","KN","Nevis","KN-N","limited partnership","English","en","limited partnership","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"EF4Y","Saint Kitts and Nevis","KN","Nevis","KN-N","foundation","English","en","foundation","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"H64R","Saint Kitts and Nevis","KN","Nevis","KN-N","private company","English","en","private company","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"HW77","Saint Kitts and Nevis","KN","Nevis","KN-N","International Business Company","English","en","International Business Company","IBC","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"I03S","Saint Kitts and Nevis","KN","Nevis","KN-N","international exempt trust","English","en","international exempt trust","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"I8G4","Saint Kitts and Nevis","KN","Nevis","KN-N","exempt private company","English","en","exempt private company","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"OTE3","Saint Kitts and Nevis","KN","Nevis","KN-N","exempt limited partnership","English","en","exempt limited partnership","","","2021-09-23","ACTV","","","entities on the island of Nevis have the choice to use the legal forms mentioned here for the country Saint Kitts and Nevis or use the legal forms mentioned here for the jurisdiction Nevis"
"10ST","Saint Vincent and the Grenadines","VC","","","association","English","en","association","","","2021-09-23","ACTV","","",""
"1PWF","Saint Vincent and the Grenadines","VC","","","public company","English","en","public company","","","2021-09-23","ACTV","","",""
"3QSG","Saint Vincent and the Grenadines","VC","","","international business company - limited duration company","English","en","international business company - limited duration company","LDC;(LDC) Limited;(LDC) Ltd","","2021-09-23","ACTV","","",""
"5EKE","Saint Vincent and the Grenadines","VC","","","international business company - company limited by shares","English","en","international business company - company limited by shares","Ltd;Corp;Inc","","2021-09-23","ACTV","","",""
"ABII","Saint Vincent and the Grenadines","VC","","","international business company - unlimited company not authorised to issue shares","English","en","international business company - unlimited company not authorised to issue shares","Unltd","","2021-09-23","ACTV","","",""
"FG2L","Saint Vincent and the Grenadines","VC","","","company","English","en","company","Ltd;Corp;Inc","","2021-09-23","ACTV","","",""
"I9K6","Saint Vincent and the Grenadines","VC","","","partnership","English","en","partnership","","","2021-09-23","ACTV","","",""
"LCVA","Saint Vincent and the Grenadines","VC","","","international business company - company limited by guarantee not authorised to issue shares","English","en","international business company - company limited by guarantee not authorised to issue shares","Ltd;Corp;Inc","","2021-09-23","ACTV","","",""
"QYZD","Saint Vincent and the Grenadines","VC","","","sole proprietorship","English","en","sole proprietorship","","","2021-09-23","ACTV","","",""
"REVF","Saint Vincent and the Grenadines","VC","","","international business company - company limited by guarantee authorised to issue shares","English","en","international business company - company limited by guarantee authorised to issue shares","Ltd;Corp;Inc","","2021-09-23","ACTV","","",""
"RY5B","Saint Vincent and the Grenadines","VC","","","international business company - unlimited company authorised to issue shares","English","en","international business company - unlimited company authorised to issue shares","Unltd","","2021-09-23","ACTV","","",""
"S1OK","Saint Vincent and the Grenadines","VC","","","non-profit company","English","en","non-profit company","inc.;corp.","","2021-09-23","ACTV","","",""
"U5AR","Saint Vincent and the Grenadines","VC","","","statutory company","English","en","statutory company","","","2021-09-23","ACTV","","",""
